prompt_tokens,generated_tokens,ttft_sec,prefill_sec,decode_sec,total_latency_sec,decode_sec_per_token,peak_vram_mb,generated_text,mode,kv_budget,decode_vram_mb,run
2048,64,0.04089474678039551,0.04089474678039551,1.553694486618042,1.5946826934814453,0.024276476353406906,2293.36962890625,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",full_cache,-1,2293.36962890625,1
2048,64,0.040418386459350586,0.040418386459350586,1.5592350959777832,1.599738597869873,0.024363048374652863,2293.36962890625,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",full_cache,-1,2293.36962890625,2
2048,64,0.04028439521789551,0.04028439521789551,1.5989017486572266,1.6392779350280762,0.024982839822769165,2293.36962890625,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",full_cache,-1,2293.36962890625,3
2048,64,0.040528059005737305,0.040528059005737305,1.5831410884857178,1.623762607574463,0.02473657950758934,2293.36962890625,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",full_cache,-1,2293.36962890625,4
2048,64,0.04417157173156738,0.04417157173156738,1.559617042541504,1.6038875579833984,0.024369016289711,2293.36962890625,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",full_cache,-1,2293.36962890625,5
2048,64,0.03984951972961426,0.03984951972961426,1.6947650909423828,1.7346997261047363,0.02648070454597473,2322.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_1024,1024,2300.3505859375,1
2048,64,0.04019927978515625,0.04019927978515625,1.6998295783996582,1.7401113510131836,0.02655983716249466,2322.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_1024,1024,2300.3505859375,2
2048,64,0.03994250297546387,0.03994250297546387,1.6966288089752197,1.7366547584533691,0.026509825140237808,2322.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_1024,1024,2300.3505859375,3
2048,64,0.03965449333190918,0.03965449333190918,1.724015235900879,1.7637627124786377,0.026937738060951233,2322.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_1024,1024,2300.3505859375,4
2048,64,0.040761470794677734,0.040761470794677734,1.7313189506530762,1.772172212600708,0.027051858603954315,2322.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_1024,1024,2300.3505859375,5
2048,64,0.04023456573486328,0.04023456573486328,1.711195945739746,1.751521110534668,0.026737436652183533,2300.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_512,512,2289.3505859375,1
2048,64,0.04039573669433594,0.04039573669433594,1.6927006244659424,1.7331955432891846,0.02644844725728035,2300.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_512,512,2289.3505859375,2
2048,64,0.040212154388427734,0.040212154388427734,1.6897764205932617,1.7300846576690674,0.026402756571769714,2300.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_512,512,2289.3505859375,3
2048,64,0.04032397270202637,0.04032397270202637,1.6875882148742676,1.7279953956604004,0.02636856585741043,2300.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_512,512,2289.3505859375,4
2048,64,0.04022073745727539,0.04022073745727539,1.691859483718872,1.732161283493042,0.026435304433107376,2300.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_512,512,2289.3505859375,5
2048,64,0.04030895233154297,0.04030895233154297,1.7202613353729248,1.7606620788574219,0.02687908336520195,2289.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_256,256,2283.8505859375,1
2048,64,0.040177345275878906,0.040177345275878906,1.6934001445770264,1.7336604595184326,0.026459377259016037,2289.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_256,256,2283.8505859375,2
2048,64,0.04047703742980957,0.04047703742980957,1.6968553066253662,1.737422227859497,0.026513364166021347,2289.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_256,256,2283.8505859375,3
2048,64,0.040368080139160156,0.040368080139160156,1.6817996501922607,1.7222557067871094,0.026278119534254074,2289.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_256,256,2283.8505859375,4
2048,64,0.040639638900756836,0.040639638900756836,1.6818039417266846,1.7225406169891357,0.026278186589479446,2289.3505859375,"value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language models rely on key value caches during decoding. This project studies how prompt length affects decode latency, memory use, and overall inference efficiency. Large language",kv_budget_256,256,2283.8505859375,5
